lat,lon,elevacao_m
-22.6087331,-46.5265677,
-23.3980182,-47.6906439,
-23.2577451,-48.9973557,
-21.9452331,-50.5265825,
-23.5498304,-47.760726,
-23.2189944,-47.9132638,
-22.7632768,-46.6377759,
-23.278108,-49.4749862,
-22.7597766,-46.5663734,
-22.7930356,-46.5729405,
-23.1756056,-46.4416623,
-23.2191789,-49.0992187,
-23.0777347,-46.4266123,
-23.2107477,-48.9752037,
-22.9394587,-49.433898,
-23.1814927,-46.4090473,
-21.9601081,-50.4826529,
-23.0704627,-48.934668,
-23.1790238,-47.8318228,
-22.749519,-46.5923554,
-23.216799,-48.9668678,
-23.0213743,-47.8510437,
-22.6050169,-49.6332901,
-23.2268261,-48.9655957,
-23.0996789,-46.4347192,
-23.6944798,-47.7356212,
-23.2195577,-47.9044957,
-22.7897171,-46.4416753,
-22.6172994,-46.5227116,
-23.396808,-49.5621211,
-22.7679397,-46.5802293,
-23.3911469,-49.501337,
-22.7458378,-46.5674266,
-22.4316643,-49.3937644,
-23.0789749,-46.4237572,
-22.7711764,-46.5912384,
-23.1768651,-46.4428465,
-23.4768642,-47.6894757,
-23.6947526,-47.7403315,
-23.2184797,-49.1037493,
-22.8412472,-49.2268475,
-22.7616521,-46.5705042,
-23.4235499,-47.6995421,
-23.0816031,-46.4115239,
-22.7431522,-46.5686774,
-22.5691958,-46.5207686,
-22.7578685,-46.5704515,
-23.2222166,-49.0106076,
-22.7668882,-46.5826863,
-23.0051432,-49.4019823,
-22.6310878,-48.2127818,
-23.4216851,-47.7185168,
-21.949579,-50.507507,
-22.5791521,-46.5135063,
-23.0826463,-46.4160538,
-22.7501783,-46.5605595,
-20.1609691,-51.0145265,
-22.7810499,-46.5827095,
-22.7368404,-46.5622988,
-23.3044132,-49.2407086,
-23.0491121,-46.3543907,
-22.9046397,-46.3769911,
-23.4767735,-47.6888774,
-23.0761787,-46.398796,
-22.7393258,-46.5996798,
-21.790767,-50.7993596,
-22.4297929,-49.3943863,
-22.9402927,-49.4349377,
-23.2086267,-49.0004552,
-22.665117,-50.3823794,
-22.5795428,-46.5221135,
-20.3038494,-50.2019068,
-23.0791113,-46.4228327,
-22.7674682,-46.578859,
-23.1160831,-48.2574693,
-23.1666844,-46.4494492,
-23.0505067,-46.3804001,
-23.6903839,-47.7299563,
-23.4936893,-47.7162703,
-23.1987465,-49.6090375,
-22.9366964,-49.434361,
-22.7483092,-46.5748448,
-23.2156877,-48.9647884,
-23.197405,-48.2521921,
-22.6015628,-49.6339129,
-23.0969587,-46.4285418,
-23.1976956,-48.2564138,
-23.19359,-48.9462554,
-23.0885087,-46.4141301,
-22.5797955,-46.5134739,
-21.948447,-50.5263117,
-22.7946541,-46.5550557,
-22.5804205,-46.5133447,
-22.6171561,-46.5243479,
-23.0843074,-46.4164672,
-22.7738117,-46.5915614,
-22.7664278,-46.5751191,
-23.4224916,-47.7195523,
-22.8984533,-46.3806636,
-22.7762123,-46.5644406,
-22.7909395,-46.5518416,
-21.9596636,-50.4834853,
-23.0473636,-46.3568707,
-20.2266813,-50.6246799,
-22.7986953,-46.5578814,
-23.0945728,-46.4322699,
-22.7354809,-46.5642131,
-23.0375061,-47.8991043,
-22.7418,-46.5611649,
-22.6647129,-50.3806384,
-23.2554524,-48.9917768,
-23.01014,-46.4117706,
-23.1049356,-48.2646584,
-23.1056033,-46.4102105,
-22.7444567,-46.5697481,
-23.1226758,-49.4511681,
-23.1478168,-46.4079972,
-23.4601912,-47.6850233,
-23.185405,-48.9671206,
-22.7881435,-46.6043767,
-22.7486723,-46.6105957,
-22.9363524,-46.233274,
-22.5814857,-46.5101082,
-23.5239803,-47.7754738,
-22.6126483,-46.5308434,
-23.1946043,-48.2513652,
-22.7941176,-46.5669122,
-22.583057,-46.5136496,
-22.6174147,-46.5244386,
-22.7298327,-46.5483336,
-23.179909,-49.0076931,
-21.9615142,-50.4833411,
-21.9631602,-50.4826871,
-23.2179609,-48.973474,
-22.7936006,-48.1395163,
-22.7612377,-46.5671927,
-23.3993834,-47.6985148,
-22.957543,-46.3925819,
-23.0929999,-48.9055152,
-21.9570745,-50.4962987,
-23.4000281,-47.6971774,
-22.6127455,-46.5232132,
-20.1494499,-50.1990778,
-23.2550595,-48.9927102,
-23.4947675,-47.7177596,
-23.0539994,-46.340993,
-22.6269838,-46.5403405,
-23.1242634,-49.4501042,
-22.6275844,-46.5265346,
-23.2472881,-47.8361512,
-23.4164768,-47.7075955,
-23.2256577,-47.9900393,
-23.2114791,-48.9868585,
-22.7638809,-46.5841444,
-22.7594063,-46.6410947,
-23.1936631,-48.2487245,
-22.764411,-46.5744936,
-23.1789231,-46.4481621,
-23.2055823,-49.608763,
-23.0515486,-46.3513012,
-22.7942117,-46.572213,
-23.0994214,-46.4288901,
-23.531591,-47.7611234,
-21.9640544,-50.482378,
-23.4024938,-49.50275,
-23.2218125,-48.9698886,
-22.6114286,-46.5243976,
-23.2302784,-49.1131739,
-23.4632545,-47.6927497,
-23.7024834,-47.7384764,
-22.9035961,-46.4288823,
-22.869215,-49.237898,
-23.2128018,-49.5994921,
-22.7915776,-46.5559288,
-22.7631837,-46.6378594,
-23.1902752,-47.8359217,
-23.420992,-47.7181953,
-21.9484473,-50.5263117,
-22.8491549,-49.228792,
-23.0969921,-46.4344445,
-22.5773237,-46.5132142,
-22.6174722,-46.5225795,
-23.3036631,-49.2373156,
-23.5505475,-47.7597179,
-23.1819442,-49.0079639,
-23.2319046,-49.0214008,
-22.8500191,-49.2339957,
-23.6949677,-47.7397804,
-22.9517693,-46.2836523,
-23.1785882,-49.0444277,
-21.9279956,-50.5356773,
-23.1739947,-46.4493825,
-22.4810133,-50.2341345,
-23.4222168,-47.7168641,
-22.5697453,-46.514108,
-22.6139788,-46.5262025,
-23.4699961,-47.6862802,
-23.2296611,-48.18355,
-22.7955377,-46.556465,
-20.4061683,-50.758738,
-23.1495626,-46.3657141,
-23.2182808,-49.0974981,
-22.413125,-49.4191629,
-22.9026854,-46.3818459,
-23.487991,-47.7232939,
-23.0811357,-46.4203474,
-23.4875171,-47.726199,
-23.0937904,-46.4318057,
-23.2255645,-48.9686204,
-23.0585785,-46.3840868,
-22.7984004,-46.5600528,
-23.397911,-49.5150379,
-23.4564785,-47.7149538,
-23.2272839,-48.1819823,
-22.6139934,-50.3988762,
-23.2235278,-49.1125714,
-23.215765,-49.0035188,
-20.1539466,-50.2034614,
-23.0788137,-46.4211744,
-22.5682362,-46.5215955,
-23.099426,-48.9842868,
-22.5722599,-46.5345455,
-22.6234265,-46.5322739,
-23.2160993,-47.9114614,
-21.9466546,-50.5200795,
-23.1918602,-48.9634281,
-22.782011,-46.5812457,
-22.7398351,-46.5975846,
-23.1769956,-46.4263651,
-23.1953485,-48.2524066,
-23.2254945,-48.9626436,
-23.2613647,-48.980946,
-22.584161,-46.5116878,
-23.0889885,-46.4127797,
-23.0947609,-46.4322554,
-22.9376487,-49.4335941,
-22.7421483,-50.5814584,
-22.7928065,-46.5703536,
-22.5831457,-46.5136494,
-20.2498584,-50.2287647,
-23.1769564,-46.4509278,
-23.4181466,-47.7144991,
-23.2276795,-49.1117996,
-21.9401234,-50.5334649,
-23.4595364,-47.6834734,
-23.2236988,-49.092599,
-22.2904768,-49.5416223,
-22.7906407,-46.4459172,
-22.7890923,-46.6022673,
-23.243297,-48.3112447,
-23.1920444,-48.2457843,
-23.1808721,-49.0093399,
-23.4905623,-47.7238559,
-22.763403,-46.597755,
-22.7821167,-46.5857649,
-21.9466498,-50.5200991,
-23.4108757,-47.7006325,
-22.7636068,-46.5723652,
-22.6275775,-46.5413869,
-22.7943306,-46.5719913,
-22.664768,-50.3806531,
-23.1765809,-46.4246178,
-23.4688331,-47.7623194,
-23.399094,-49.5095196,
-22.9384018,-46.4421178,
-23.1383587,-49.0511431,
-23.1720631,-46.45041,
-22.7479733,-46.5616917,
-22.7427366,-46.5990342,
-23.1979916,-48.9589095,
-23.2034897,-48.981365,
-23.2165142,-48.9696563,
-22.7440724,-46.5885847,
-23.1805942,-48.9803107,
-23.0987316,-48.6308098,
-23.1048167,-48.9724409,
-23.4275415,-47.6937014,
-23.2260453,-47.9621418,
-23.0820217,-46.4307689,
-22.5761531,-46.5102359,
-22.758505,-46.5948744,
-22.7618606,-46.5974206,
-23.7033755,-47.7387165,
-22.73908,-46.6006607,
-23.2154968,-49.0004593,
-23.4233266,-47.6949438,
-22.744695,-46.5682802,
-22.4310494,-49.3940913,
-22.7601263,-46.5956866,
-23.0919046,-46.4393843,
-22.5613777,-46.5320475,
-23.1954687,-48.9801988,
-22.627359,-46.5255853,
-22.7409623,-50.582601,
-22.3358671,-50.3920048,
-21.9452245,-50.5265628,
-23.61895,-47.8240938,
-22.7591124,-46.6421694,
-23.1489851,-46.360109,
-22.9358788,-49.432681,
-22.7487235,-46.5768561,
-22.564599,-46.5268197,
-22.7860197,-46.584303,
-23.3738197,-49.4996218,
-22.9199001,-47.9099895,
-23.0490038,-46.3586671,
-22.9373051,-49.6523555,
-22.7443352,-46.5695009,
-22.7549439,-46.5712179,
-22.9384822,-49.6536741,
-22.6329378,-46.5394175,
-22.7829783,-46.5778517,
-22.7665742,-46.5815957,
-23.4231265,-47.6949811,
-23.1780189,-49.0434953,
-22.8800538,-46.4015508,
-22.868642,-49.165427,
-23.196632,-48.253729,
-22.6140252,-46.5283964,
-22.7958255,-46.5665924,
-23.0492334,-46.3578089,
-22.7489203,-46.5764529,
-22.769386,-46.5913411,
-23.4865584,-47.7217162,
-23.0747466,-46.3944925,
-22.7628948,-46.5973034,
-23.4857799,-47.7278491,
-22.7969589,-46.5659647,
-23.175637,-47.829296,
-23.6915468,-47.7337821,
-23.09785,-46.4341665,
-23.25118,-48.9892062,
-22.1740592,-50.0731162,
-23.2175044,-47.9170083,
-22.5766493,-46.513245,
-22.4305264,-50.2111412,
-22.8418294,-49.2401921,
-23.1177854,-48.2588249,
-22.7973512,-46.5657349,
-22.7827222,-46.5796433,
-22.7434191,-46.5622403,
-22.2518106,-50.7048968,
-22.7644905,-46.594445,
-23.0474659,-46.3572906,
-22.750991,-46.6122031,
-22.4313004,-49.5116092,
-22.7318574,-46.5479733,
-23.2200925,-47.9154775,
-23.1074004,-47.815252,
-23.0769125,-46.3944025,
-22.7376701,-46.5956082,
-23.0487403,-46.3478933,
-22.7487749,-46.6087749,
-22.7485238,-46.5630368,
-23.0762851,-46.4094367,
-23.5231586,-47.7731717,
-22.7537726,-46.60566,
-23.4202128,-47.7045566,
-23.076648,-46.3997882,
-23.0976956,-48.625282,
-22.85183,-49.2308508,
-22.7690396,-46.5795844,
-23.2115124,-48.9978446,
-22.7492999,-46.5936565,
-23.2557045,-48.298557,
-22.6299852,-46.5361707,
-22.7451121,-46.5993365,
-22.797654,-46.5563596,
-23.0887291,-46.4129188,
-22.5689006,-46.522991,
-22.7803954,-46.5665811,
-22.5610133,-46.5322337,
-22.6121746,-46.5224515,
-22.6331199,-46.539082,
-20.2499015,-50.2276627,
-23.2028145,-47.9592804,
-22.5659128,-46.5284146,
-23.1625254,-46.4085677,
-22.5671966,-46.528881,
-23.0156529,-47.8459617,
-22.9375075,-46.4443347,
-22.8476498,-49.2259659,
-23.2274713,-47.9697173,
-23.0909901,-46.4146152,
-23.5901132,-47.8365908,
-22.7424151,-46.56354,
-23.2059872,-48.9780446,
-22.7920891,-46.5520552,
-23.0756994,-46.3961718,
-22.6163599,-46.5253298,
-22.5645004,-46.5281001,
-22.4195037,-49.4088805,
-23.210666,-48.9723298,
-23.2158574,-47.9168995,
-23.4198923,-47.7134717,
-22.7710656,-46.5916324,
-22.7610005,-46.5751956,
-22.8691326,-49.2379124,
-20.2996992,-50.1992323,
-22.7986837,-46.557079,
-23.2104046,-48.9957601,
-23.1844507,-46.4061687,
-23.0858295,-46.416444,
-22.7946829,-46.5568607,
-22.569674,-46.5181571,
-23.1744257,-46.4454414,
-22.5665519,-46.5308507,
-23.2312991,-48.9659798,
-22.614885,-46.5226028,
-22.6342291,-46.5422686,
-23.4227979,-47.7138207,
-23.1947757,-48.974182,
-23.2200327,-47.9090717,
-23.0549773,-46.3849494,
-21.9557363,-50.4827217,
-23.1762522,-46.4510164,
-20.2516187,-50.2273072,
-23.1768284,-47.8320319,
-23.2116035,-49.6008076,
-23.1368108,-49.0544954,
-23.1781174,-46.4484345,
-23.0841887,-46.413757,
-22.8988624,-46.3749953,
-22.1706328,-50.096736,
-23.4627624,-47.6900934,
-22.7991909,-46.5595404,
-22.6158148,-46.5291705,
-22.7645092,-46.5818996,
-22.6333176,-46.5384239,
-23.1961314,-48.2521265,
-22.7443484,-46.5865294,
-22.5787687,-46.5143607,
-21.938617,-50.5329111,
-22.7395829,-46.5471526,
-23.0844084,-46.416668,
-23.2109942,-49.0017065,
-22.7379424,-46.5968062,
-22.7888706,-46.6051387,
-23.1817858,-49.0464964,
-23.0942404,-46.436724,
-22.7578228,-46.565643,
-23.4278235,-47.7140614,
-23.1751231,-46.4499913,
-23.2314877,-47.9897138,
-23.0753665,-46.3942008,
-23.2176852,-47.8452019,
-23.4243292,-47.7074136,
-22.5670806,-46.5288874,
-22.737392,-46.5963137,
-23.2080641,-48.9787697,
-23.2213271,-48.9659845,
-23.1787737,-46.4285054,
-23.4737776,-47.6830527,
-23.172129,-46.4477415,
-23.0770134,-46.3956685,
-23.0762723,-46.395569,
-22.749112,-46.5628422,
-23.2203002,-48.9742015,
-22.5999967,-49.6326913,
-23.0847895,-46.417402,
-23.1038854,-46.4515119,
-19.9281547,-50.6811706,
-23.2105627,-48.9967233,
-23.2530173,-48.9925783,
-23.2223031,-49.0984407,
-23.2593504,-46.4713796,
-23.1768134,-47.8341329,
-21.6827999,-51.0611993,
-22.5760367,-46.5109644,
-23.1720692,-46.4474316,
-22.1772007,-50.0913584,
-23.1740193,-46.3779179,
-22.7548131,-46.5714139,
-23.4751004,-47.6969373,
-22.5654559,-46.5278505,
-22.6028506,-46.5242063,
-23.1727897,-46.4455733,
-23.0193522,-47.8464377,
-20.2858951,-50.9252955,
-23.39394,-49.5161726,
-23.3944307,-49.565063,
-22.7964421,-46.5722344,
-22.7744113,-46.5913106,
-22.9488252,-46.280217,
-22.6161969,-46.5219032,
-23.1940223,-48.247923,
-23.1168217,-48.9055831,
-22.8524782,-49.2275342,
-22.7346133,-46.5466726,
-23.4239618,-47.6894349,
-23.4902256,-47.7240112,
-23.1950194,-48.2529538,
-23.1772251,-46.4282124,
-22.739485,-46.5600836,
-23.074552,-46.3945045,
-22.7409944,-46.5642332,
-22.7459042,-46.5596364,
-22.7493352,-46.5970042,
-23.1769986,-46.3793865,
-23.4833033,-47.7183332,
-20.1765167,-51.0046045,
-22.791462,-46.4459955,
-23.4621702,-47.6824167,
-23.0845884,-46.4163584,
-23.0984552,-46.4307119,
-23.1899968,-48.2469206,
-23.2080051,-48.986623,
-23.0606695,-48.9531587,
-23.2542723,-48.9929835,
-22.74771,-46.5745898,
-22.7448825,-46.566128,
-21.9502798,-50.5093607,
-23.3768864,-49.5013444,
-22.627975,-46.5328101,
-23.2797798,-49.4731156,
-22.7607106,-46.5946213,
-23.2169867,-49.1003452,
-22.8666577,-49.1625114,
-23.456978,-47.7191274,
-23.1714463,-46.4445649,
-22.564296,-46.527305,
-22.7393256,-46.5588654,
-22.7455192,-46.585445,
-22.6343422,-46.5370519,
-22.737107,-46.5520416,
-22.7667432,-46.5800914,
-21.9489461,-50.5256277,
-22.7567668,-46.5648506,
-22.860121,-49.2304552,
-22.8999816,-46.3763761,
-23.2467049,-48.3031302,
-22.793308,-46.5681044,
-22.9562593,-46.3913898,
-22.6298578,-46.5340682,
-22.8990076,-46.3722563,
-23.2041973,-48.9976906,
-20.2963422,-50.2031625,
-23.4099904,-47.7069085,
-21.9466772,-50.5200824,
-23.0918929,-46.4337355,
-23.4940867,-47.718211,
-23.09554,-46.4314794,
-22.5725854,-46.5150272,
-22.808072,-48.6686099,
-20.1374983,-50.1937544,
-22.7617196,-46.5955252,
-22.7580887,-46.5994296,
-22.7759752,-46.5918619,
-22.7425463,-46.575868,
-23.4772602,-47.6859172,
-22.5541756,-46.5312157,
-23.1752433,-46.4447055,
-22.7828508,-49.9349244,
-22.5740327,-49.3472412,
-22.882186,-49.1655041,
-22.5687163,-46.521617,
-22.7914878,-46.5747902,
-23.1161312,-48.2576256,
-23.2574332,-48.1980634,
-23.0809706,-46.4087918,
-23.1284176,-49.4453819,
-23.0200525,-47.850816,
-22.4105258,-49.4149253,
-22.7987285,-46.5653955,
-22.7832706,-46.569177,
-23.4872128,-47.724094,
-23.1544166,-46.4088748,
-23.1170045,-48.2586443,
-22.7957139,-46.557558,
-20.180221,-51.0064172,
-23.180098,-46.4063884,
-22.561673,-46.5326327,
-22.6266794,-46.5276756,
-23.1644559,-46.3873777,
-23.0911213,-46.4313091,
-23.0784128,-46.4217963,
-22.7961564,-46.5553083,
-23.1760955,-46.4421009,
-22.7478753,-46.5630346,
-22.7610395,-46.5674909,
-23.258258,-48.995657,
-23.0827456,-46.4155752,
-23.4799808,-47.6917251,
-22.7797399,-46.5651341,
-23.4219485,-47.7131257,
-23.0512568,-48.9651333,
-22.747874,-46.5633212,
-23.2150162,-49.0024469,
-22.7430711,-46.558422,
-22.7971394,-46.5725083,
-23.2457651,-48.3046555,
-23.1742909,-46.451047,
-22.4118794,-49.414495,
-22.572579,-46.5259007,
-23.1636872,-46.4092584,
-23.2207268,-49.0965141,
-23.0763171,-46.3964439,
-23.4235164,-47.699416,
-23.2071614,-48.9784617,
-23.7036839,-47.7387846,
-23.0868222,-46.4121058,
-23.0969434,-46.4399714,
-22.9021654,-46.3845562,
-22.7501496,-46.6076562,
-22.7382866,-46.5612558,
-23.4543323,-47.7194981,
-23.2456855,-48.3091031,
-22.7929773,-46.5735777,
-22.7635096,-46.5958876,
-20.2355069,-50.6489179,
-23.1738719,-46.4464247,
-23.0569802,-46.3406427,
-22.7906326,-46.445851,
-22.7659358,-46.5832011,
-22.6168089,-46.5228977,
-22.7976516,-46.5559867,
-23.2294464,-48.9723618,
-23.2553245,-48.9926399,
-23.0305641,-47.8415973,
-23.0566087,-46.3873852,
-22.7346407,-46.5461693,
-22.752835,-46.5701386,
-23.080159,-46.4083665,
-23.4576558,-47.7315697,
-23.0805685,-46.4110676,
-23.2537699,-48.9919332,
-23.2511299,-48.1911314,
-23.2355966,-47.9622724,
-23.4708426,-47.6836886,
-22.9089375,-46.4314426,
-23.2102902,-48.9959227,
-23.4836434,-47.7185119,
-23.0488725,-46.3537792,
-23.1327843,-49.4414242,
-21.9580854,-50.4923323,
-22.7687529,-46.5781055,
-23.0538891,-46.3432635,
-23.2809282,-49.4737292,
-21.6948994,-51.0468752,
-23.0547167,-46.3872073,
-23.2170542,-49.1005114,
-23.0964628,-46.4313167,
-23.4077782,-47.6889171,
-23.0882799,-46.436985,
-23.2061815,-48.9709015,
-22.7938535,-46.4477176,
-23.218619,-49.0995745,
-22.7386489,-46.5961735,
-22.772122,-46.5832611,
-22.7623007,-46.5836526,
-22.7737924,-46.5915595,
-22.7675226,-46.5837144,
-23.1272686,-49.4449883,
-20.2556254,-50.5633436,
-22.9435698,-49.6546244,
-23.4863411,-47.7183037,
-22.8450088,-49.24005,
-22.8791814,-46.4037559,
-23.173886,-46.4453285,
-22.7851562,-46.5882282,
-23.1923506,-48.2433524,
-23.1754662,-46.4492954,
-22.7414106,-46.5786346,
-22.7557171,-46.5634097,
-22.5511197,-46.5299144,
-23.4772429,-47.6859746,
-22.7788579,-46.5634246,
-22.6225575,-46.5342817,
-23.1639898,-46.3903998,
-23.464365,-47.6912317,
-23.214971,-49.0019012,
-23.1515424,-46.3599493,
-23.2457847,-48.3087778,
-23.4608881,-47.6840198,
-22.7589829,-46.5717087,
-22.9048111,-46.3823089,
-23.4250699,-47.7000687,
-22.6288759,-46.5343747,
-23.089503,-46.4336246,
-23.0915313,-46.4145314,
-22.7531643,-46.6101461,
-22.6331545,-46.5415819,
-23.0890326,-46.436771,
-21.9504642,-50.5061905,
-22.8983925,-46.4264628,
-23.0695861,-48.1733631,
-23.6898184,-47.73116,
-23.2292426,-48.9730393,
-23.2051128,-48.9984454,
-22.7445597,-46.5651856,
-22.7406518,-46.5789808,
-23.054505,-46.343235,
-22.6166522,-46.5240802,
-23.0841126,-46.4148224,
-23.1898813,-48.2467421,
-23.1387656,-49.0460671,
-22.7736099,-46.5896019,
-23.0567984,-46.3866553,
-22.5749144,-46.5313137,
-22.7394693,-46.5598253,
-22.6173287,-46.5238261,
-23.2545236,-48.2992687,
-23.2068324,-48.9980378,
-23.2298613,-48.9709714,
-23.0389042,-47.8982658,
-20.2426674,-50.6344122,
-22.7816286,-46.5656157,
-21.9507903,-50.5073523,
-23.1823731,-46.4064626,
-23.0975392,-46.4352809,
-22.8903049,-46.4164122,
-22.7444798,-46.5641346,
-22.730448,-46.5492914,
-22.5746733,-46.5097666,
-22.7468705,-46.5653523,
-23.2488085,-47.827751,
-22.782581,-46.5768137,
-22.7608848,-46.5701462,
-22.7802649,-46.5651973,
-23.048223,-46.3500754,
-23.2103151,-48.9946597,
-22.7488062,-46.5923571,
-22.5665585,-46.5308502,
-22.9391823,-46.4408257,
-23.3843642,-49.522272,
-23.1791755,-47.8341586,
-23.219186,-49.0532665,
-22.7417351,-46.5552697,
-19.9281455,-50.076566,
-22.6261819,-46.5248058,
-23.1749193,-47.8318439,
-22.7434657,-46.5700392,
-22.7394113,-46.5592189,
-23.5353996,-47.7728376,
-22.7410413,-46.5510853,
-20.1770564,-51.0050991,
-23.109173,-46.4543706,
-22.7818521,-49.9324952,
-22.7818288,-46.5640852,
-23.4895441,-47.7215179,
-22.6030525,-49.6336578,
-23.2781254,-49.4761642,
-22.7636931,-46.5823719,
-23.1306522,-49.4444842,
-22.7500241,-46.5925181,
-22.7916229,-46.5559217,
-23.2251943,-48.9700054,
-22.9375093,-49.6531209,
-23.0789536,-46.4238338,
-23.0971646,-46.4402711,
-22.7619087,-46.5962744,
-22.7393365,-46.557056,
-20.1433472,-50.1920504,
-23.1931321,-48.9456494,
-22.746982,-46.5716185,
-23.0566147,-46.3877217,
-22.7946491,-46.5550668,
-22.7463656,-46.5636673,
-23.4587117,-47.7168451,
-23.2217258,-49.094424,
-23.1544628,-46.4073968,
-23.0999268,-46.4341924,
-22.9372729,-46.2346798,
-22.7320769,-46.5618722,
-22.7853689,-46.5872518,
-22.7976292,-46.5552117,
-23.4562332,-47.7157182,
-23.1975756,-47.9736182,
-22.523071,-49.6580502,
-23.0991431,-46.4358688,
-21.926656,-50.5408075,
-23.1771197,-46.4275871,
-23.185486,-48.9856642,
-22.6049196,-46.5223769,
-20.2278027,-50.6308616,
-22.7457884,-46.5683719,
-23.2307543,-48.1799291,
-23.0791661,-46.416215,
-23.4912308,-47.7209609,
-22.8853788,-49.6106389,
-23.0310923,-47.8418501,
-22.7955004,-46.449809,
-23.0841046,-46.4094664,
-23.4717729,-47.6849921,
-23.1732479,-46.3787599,
-23.398196,-49.3514551,
-22.6317125,-46.5345585,
-23.047378,-46.331813,
-23.4227915,-47.7138241,
-20.1614222,-51.0150221,
-23.2089376,-49.1402754,
-23.2230834,-48.9667768,
-23.0548747,-48.9567156,
-23.0784225,-46.4160415,
-23.1733229,-46.379856,
-23.0555626,-46.3861164,
-23.4761681,-47.6866691,
-22.7638633,-46.5828936,
-21.9602865,-50.4817035,
-22.8124106,-46.4534961,
-20.292102,-50.2011095,
-22.7393593,-46.5607984,
-22.6286894,-46.5330523,
-23.0588881,-48.9589715,
-22.630048,-46.5360305,
-23.1068856,-48.9656119,
-23.2141894,-48.9945184,
-23.1961578,-48.9738066,
-23.5498531,-47.7587355,
-23.0962778,-48.6209235,
-23.2187789,-49.0990834,
-20.2525639,-50.2298947,
-22.5133266,-49.66656,
-22.794198,-46.5700604,
-22.6330211,-46.5403583,
-23.0894282,-46.4319242,
-22.8179719,-46.5145341,
-21.9417709,-50.5310279,
-22.7692062,-46.5779427,
-22.9785404,-48.1906355,
-22.743159,-46.5699881,
-23.2427265,-48.1692351,
-22.7975589,-46.5589545,
-22.5823029,-46.5141926,
-23.1648652,-46.38856,
-22.5785484,-46.5230985,
-22.9127847,-50.6968838,
-23.2343177,-49.1142299,
-22.7635967,-46.580518,
-23.4169596,-47.7067626,
-23.4597795,-47.6837435,
-23.1500217,-46.3912342,
-22.8827508,-46.4161831,
-22.6132492,-46.5242211,
-23.0969526,-46.4394458,
-23.2160052,-48.9682091,
-22.4289873,-49.3917071,
-22.7946777,-46.55648,
-23.0551337,-46.3523822,
-22.7356819,-46.5958557,
-23.0900439,-46.4346538,
-23.0488603,-46.3533671,
-23.2136935,-49.595992,
-23.4232125,-47.7045596,
-23.5445626,-47.7646464,
-23.4755866,-47.6883078,
-23.126092,-49.4456048,
-23.1064286,-48.9708216,
-22.7353733,-46.5459188,
-22.5872859,-46.5167514,
-23.1529611,-46.3954602,
-23.4585376,-47.7169254,
-20.1650538,-51.0129118,
-23.174606,-46.4513332,
-23.4192313,-47.7182189,
-22.7921829,-46.5722868,
-23.1005176,-46.4315029,
-23.1370892,-49.0555345,
-22.9193562,-47.9073857,
-23.1816071,-46.4057939,
-23.1943369,-48.9400241,
-22.8179786,-46.514452,
-23.1716203,-46.4454115,
-23.2119829,-48.9969378,
-22.8475847,-49.2299666,
-22.7753144,-46.5919035,
-23.3981823,-49.3512811,
-23.7004984,-47.7397424,
-22.9394,-49.4338053,
-22.841395,-49.2291148,
-22.7935425,-48.1351228,
-22.8559058,-49.2268449,
-22.5666492,-46.526674,
-23.4247253,-47.7032489,
-23.448604,-47.7238113,
-21.9051316,-50.7493,
-23.4551819,-47.7164754,
-22.7571613,-46.56545,
-22.57226,-46.5198071,
-22.7478414,-46.6118746,
-23.209905,-48.9970418,
-22.746603,-46.5740576,
-22.7586311,-46.5660183,
-23.0766586,-46.3957036,
-23.1730267,-46.3823138,
-22.6282328,-46.5319816,
-20.2478815,-50.2255987,
-21.9293167,-50.5427103,
-23.4970913,-47.7194732,
-21.9501439,-50.5072922,
-22.7481291,-46.611814,
-22.6332724,-46.537353,
-23.4677083,-47.7590927,
-23.2441237,-48.3132355,
-23.2095986,-48.9813117,
-22.7542102,-46.5691833,
-22.7487535,-46.5575904,
-23.397095,-49.3531016,
-23.0827994,-46.4103219,
-22.758554,-46.5603261,
-22.5657351,-46.5267432,
-22.7827247,-49.9301228,
-20.1520868,-50.2046463,
-23.421838,-47.7190335,
-23.1821769,-46.3694464,
-23.2160472,-48.9835519,
-23.1297802,-49.4462115,
-23.5919188,-47.8375942,
-23.216575,-48.9689239,
-23.4213049,-47.7177792,
-23.1835026,-46.4065799,
-22.5970225,-49.6349242,
-22.5615639,-46.5343854,
-23.1720352,-46.3808251,
-23.2159933,-49.0063234,
-23.2177098,-48.31229,
-22.7797117,-46.5634963,
-23.1926849,-48.967387,
-22.6286847,-46.5363602,
-22.7948466,-46.5707376,
-23.1726186,-46.3802063,
-22.8403975,-49.2277279,
-21.7740895,-50.7928387,
-22.7424611,-46.561013,
-23.0974202,-46.4318259,
-22.7477104,-46.6095103,
-21.9472322,-50.5268552,
-23.1619064,-46.3895146,
-22.7438268,-46.5742979,
-23.3978254,-49.4897252,
-22.1802764,-50.5738541,
-23.5344627,-47.7770216,
-23.0557521,-46.3864045,
-23.4254172,-47.7122187,
-23.1253455,-49.4467856,
-22.7448564,-46.5552188,
-20.2399314,-50.6487994,
-23.1500355,-46.3910566,
-23.2201152,-48.9706568,
-22.2511868,-50.7047609,
-22.614482,-46.5308198,
-23.0851923,-46.4160883,
-21.9609235,-50.4811568,
-23.1911421,-47.8359883,
-22.7303686,-46.548247,
-23.1930917,-48.9713794,
