lat,lon,elevacao_m
-23.2554044,-48.9834911,
-23.0591481,-46.3422012,
-22.6282289,-48.2199389,
-22.8980088,-46.3713612,
-23.0836276,-46.4159902,
-22.7315756,-46.5613843,
-23.207672,-48.9986647,
-22.7494217,-46.5704147,
-23.1754782,-46.4514317,
-23.4684954,-47.6937845,
-22.9375188,-46.2327297,
-23.2323034,-47.9683766,
-22.8552434,-49.2323689,
-23.1849213,-46.4061015,
-22.7403281,-46.5591696,
-22.7507073,-46.6102791,
-20.1355283,-50.186285,
-22.765519,-46.5749834,
-19.9271053,-50.0802179,
-22.4211913,-49.4086293,
-22.885921,-46.4193927,
-23.4588681,-47.6839227,
-21.9520548,-50.5059879,
-23.083524,-46.4304754,
-23.1784363,-46.426674,
-21.9402624,-50.5320765,
-23.1486915,-46.3909316,
-22.7791653,-46.5679205,
-23.0912498,-46.4138944,
-23.1017538,-48.9765608,
-22.5146423,-49.6691425,
-22.7410826,-46.5508868,
-23.0382505,-47.8975401,
-22.76604,-46.5751096,
-20.247734,-50.2255161,
-22.6824395,-50.7138092,
-23.217459,-48.9850111,
-23.4764041,-47.6920829,
-22.8590385,-49.2298517,
-23.404996,-47.6911813,
-21.9435187,-50.5116861,
-23.004203,-49.4058067,
-23.0473929,-46.3319065,
-23.0815745,-46.4322507,
-23.1980207,-47.9746338,
-23.0584647,-48.9495275,
-22.7893104,-46.6025246,
-22.7915642,-46.5630656,
-23.2552113,-48.9944842,
-23.019529,-47.8431452,
-22.5836965,-46.5141881,
-23.1470001,-46.3904318,
-22.5839122,-46.5092219,
-19.9279223,-50.0761879,
-22.7601055,-46.5742231,
-22.7907839,-46.5619986,
-23.400125,-49.3444314,
-22.746209,-46.5645667,
-22.61546,-46.5303763,
-22.6294923,-46.5334733,
-21.9598843,-50.4921511,
-22.7797475,-46.5683751,
-22.7450911,-46.5897383,
-22.8528731,-49.2332661,
-23.0920164,-46.4147553,
-22.6265576,-46.526858,
-23.1830559,-48.9861668,
-22.7377665,-46.5975062,
-23.2203125,-49.1019776,
-23.2153075,-49.0057927,
-22.6253279,-46.5262524,
-23.0786961,-46.4099434,
-23.150631,-46.3644047,
-22.9389229,-46.4422104,
-21.9277672,-50.5396981,
-22.7484129,-46.5748289,
-23.0705909,-46.4019048,
-23.178548,-46.4482645,
-22.7986389,-46.5552204,
-22.7413129,-46.5596985,
-22.848907,-49.2371858,
-23.1776033,-46.4295683,
-23.2245507,-49.0934192,
-22.5745528,-49.3486065,
-23.0575923,-48.9551495,
-22.7402166,-46.579044,
-23.2515654,-48.9880538,
-23.0624872,-48.9537329,
-23.4265006,-47.6969928,
-23.0210936,-47.851696,
-23.2254377,-49.092886,
-23.7090265,-47.6376553,
-22.7698808,-46.5805471,
-23.1228765,-49.4501975,
-22.912048,-46.4342656,
-22.7415534,-46.5788939,
-23.1775141,-46.4274907,
-22.7444491,-46.5760404,
-23.2222425,-49.0949634,
-22.6254975,-46.5413524,
-22.5783593,-46.5258742,
-21.9520909,-50.506751,
-23.0805671,-46.4315813,
-22.759793,-46.5945999,
-23.0492096,-46.3535179,
-23.1758081,-49.04387,
-23.2077557,-48.9838141,
-23.2247559,-49.0972288,
-23.4940236,-47.71838,
-23.2160129,-49.0071763,
-23.6295135,-47.8739219,
-23.1069343,-48.9651425,
-23.4769635,-47.6876569,
-23.0786544,-46.408888,
-23.0560933,-46.3402941,
-23.080766,-46.4115679,
-22.7824678,-49.9322083,
-23.0994233,-48.9842916,
-23.2250432,-49.0912006,
-22.9394477,-49.4333475,
-22.7827467,-46.581676,
-23.0342403,-47.8442979,
-19.9246417,-50.0677456,
-22.7734989,-46.589312,
-23.0902268,-46.4152797,
-22.9433008,-49.6561603,
-23.1749553,-46.449323,
-22.7790908,-46.5650941,
-22.6330631,-46.5406271,
-23.2506803,-48.9881812,
-22.7847296,-49.9412224,
